no,creation_date,q1_1,q1_2,q1_3_1,q1_3_2,q1_3_3,q1_3_3_r,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_2_r,q2_3_3,q2_3_3_o,q2_4_1,q2_4_1_o,q2_4_2,q2_5_1,q2_5_1_o,q2_5_2,q2_5_2_o,q2_6_1,q2_6_2,q2_6_3,q2_6_3_o,q2_6_4,q2_6_5,q2_6_6,q2_6_6_o,q2_6_7,q2_6_8,q2_7_1,q2_7_1_o,q2_7_2,q2_7_2_o,q3_1,q3_2,q3_2_o,q3_3,q3_3_o,q4_1_1,q4_1_2,q4_1_3,q4_1_4,q4_2_1,q4_2_1_o,q4_2_2,q4_2_2_o,q4_3,q4_4_1,q4_4_2,q4_4_2_o,q4_4_3,q4_4_3_o,q4_5,q4_6_1,q4_6_2,q4_6_3,q4_6_4,q4_6_5,q4_6_6,q4_6_7,q4_6_8,q4_6_9,weight
660,2018/6/25 上午 10:29:30.238000,2,3,2,1,2,2,1,1,200608,201007,98,2, ,1,98,1,14, ,1,",",1,2,98, ,98,98,"3,7", ,3,98,8, ,5, ,2,"2,4", ,"6,7,10", ,1,2,2,98,1, ,12, ,3,1,98, ,98, ,3,3,4,3,4,2,4,3,3,3,1.18662757076525
123,2018/6/25 下午 17:11:32.140000,1,3,2,1,2,2,1,2,200809,201510,104,1, ,1,98,2,15, ,1,",",2,2,98, ,98,98,3, ,4,98,8, ,1, ,2,"1,9,10", ,"3,4,7", ,1,2,4,98,1, ,12, ,2,1,98, ,98, ,1,1,2,1,1,1,1,1,1,1,1.39887768325277
3341,2018/6/13 下午 16:25:45.528000,1,4,2,1,2,2,1,2,200109,200706,95,2, ,1,98,2,16, ,1,",",2,2,98, ,98,98,3, ,4,98,8, ,5, ,3,"6,8,10", ,"1,2,9", ,1,2,4,98,1, ,12, ,3,1,98, ,98, ,3,3,3,3,3,3,3,3,3,3,1.40614430546465
1707,2018/6/20 上午 09:36:59.826000,2,3,1,1,2,2,1,1,200609,201201,100,2, ,1,98,1,22, ,1,",",1,2,98, ,98,98,"3,7", ,1,98,8, ,6, ,2,"2,8,9", ,6, ,1,2,4,98,1, ,12, ,3,1,98, ,98, ,2,3,3,3,2,2,2,2,2,3,1.45579351304975
4181,2018/6/5 下午 17:15:20.111000,1,3,2,1,2,2,1,2,200509,201006,98,2, ,1,98,2,21, ,1,",",1,2,98, ,98,98,"2,3,4,7", ,3,1,8, ,1, ,3,"2,8,9", ,"4,6,10", ,1,2,4,98,1, ,12, ,3,2,1, ,11, ,1,1,2,2,1,2,1,1,1,2,1.45807626437196
717,2018/6/25 上午 10:13:06.672000,1,2,1,1,2,2,1,2,201002,201507,103,2, ,1,98,1,22, ,1,",",1,2,98, ,98,98,"3,7", ,2,98,8, ,9, ,2,"5,8", ,"1,3,7", ,1,2,4,98,1, ,12, ,3,1,98, ,98, ,1,2,2,98,98,98,98,98,3,2,2.35174665007135
3340,2018/6/13 下午 16:26:24.731000,2,3,1,1,2,2,1,2,200608,201301,101,2, ,1,98,1,27, ,1,",",1,2,98, ,98,98,"2,3,4", ,2,1,8, ,7, ,1,"2,5,9", ,12,無,1,2,2,98,1, ,12, ,2,1,98, ,98, ,3,98,98,98,98,98,98,2,2,98,2.43973792497602
3439,2018/6/13 上午 08:42:47.957000,1,5,2,1,2,2,1,2,199409,200401,92,1, ,5,98,1,17, ,1,",",1,2,98, ,98,98,"3,4", ,3,2,8, ,3, ,2,"1,2,9", ,12,無,1,1,4,98,1, ,11, ,3,1,98, ,98, ,2,2,2,2,2,3,2,3,2,2,.202054112542204
3761,2018/6/6 下午 16:04:11.733000,2,2,1,1,2,2,1,2,200908,201501,103,2, ,5,98,1,80, ,1,",",2,2,98, ,98,98,"2,3,4,7", ,3,1,8, ,1, ,2,"2,8,9", ,"4,5", ,1,1,3,3,1, ,11, ,2,1,98, ,98, ,2,2,3,98,98,3,2,98,1,98,.206911174390649
2166,2018/6/14 上午 11:53:32.726000,2,2,2,1,2,2,1,2,200802,201506,103,1, ,1,98,1,30,景觀學,1,",",1,2,98, ,98,98,3, ,4,98,8, ,2, ,1,"1,2,9", ,6, ,1,2,4,98,1, ,11, ,1,1,98, ,98, ,1,98,1,98,98,98,98,98,1,98,.237524117631218
652,2018/6/25 上午 10:31:20.811000,2,4,2,1,2,2,1,2,200401,200706,95,2, ,7,1,1,73, ,1,",",1,2,98, ,98,98,"2,3,4,5", ,5,2,8, ,2, ,1,"1,4,9", ,"3,6,10", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,1,2,1,1,1,1,1,1,1,.242458240308586
1135,2018/6/25 上午 08:39:03.019000,2,4,2,1,2,2,1,1,200508,200706,95,2, ,7,99,99,77, ,99,",",1,2,98, ,98,98,"2,3", ,2,98,8, ,9, ,2,"2,9", ,6, ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,2,2,2,3,2,3,2,2,2,2,.256720489738502
2189,2018/6/14 上午 11:28:29.340000,2,4,2,1,2,2,1,2,200208,200705,95,2, ,5,98,1,51, ,1,",",2,2,98, ,98,98,"2,3,5,6,7", ,3,98,8, ,4, ,2,"1,8,9", ,"4,6,7", ,1,2,3,3,1, ,11, ,1,1,98, ,98, ,1,6,3,3,1,6,1,1,3,3,.285544820430023
451,2018/6/25 上午 11:59:29.361000,2,4,2,1,2,2,1,2,200209,200706,95,1, ,1,98,1,30, ,1,",",2,2,98, ,98,98,3, ,2,98,8, ,4, ,2,"2,9,11", ,"6,7", ,1,2,4,98,1, ,11, ,3,1,98, ,98, ,2,98,98,98,1,98,98,98,2,98,.334152085178367
2968,2018/6/13 下午 20:03:13.013000,1,6,2,1,2,2,1,3,199408,200501,93,1, ,1,98,1,50, ,1,",",1,2,98, ,98,98,"2,3", ,1,98,8, ,4, ,2,"1,2,9", ,6, ,1,2,3,1,1, ,11, ,1,1,98, ,98, ,2,3,2,2,1,2,2,2,2,2,.365812895014238
1111,2018/6/25 上午 08:45:11.367000,2,5,2,1,2,2,1,2,199509,200202,90,2, ,1,98,1,50, ,1,",",1,2,98, ,98,98,"3,7", ,3,98,8, ,7, ,2,"1,8,9", ,"2,10", ,1,2,3,1,1, ,11, ,3,1,98, ,98, ,2,2,3,2,3,2,2,2,1,4,.368711893662646
1149,2018/6/25 上午 08:36:36.114000,2,3,2,1,2,2,1,1,200408,201206,100,1, ,1,98,2,65, ,1,",",1,2,98, ,98,98,"3,7", ,2,98,8, ,1, ,2,"2,8,9", ,"7,10,11", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,2,3,2,3,2,2,2,2,2,3,.38008866834555
4162,2018/6/5 下午 17:34:05.419000,2,5,1,1,2,2,1,2,199509,200107,89,2, ,5,98,1,42, ,1,",",1,2,98, ,98,98,"2,3", ,1,98,8, ,5, ,2,"8,9,10", ,"5,6,7", ,1,2,3,1,1, ,11, ,3,1,98, ,98, ,2,2,2,3,3,2,2,3,2,3,.391638683907531
1679,2018/6/21 上午 08:43:19.983000,1,4,2,1,2,2,1,2,200408,200808,96,2, ,7,1,1,21, ,1,",",1,2,98, ,98,98,"2,3,7", ,4,98,8, ,9, ,1,"1,2,5", ,12,無,1,1,4,98,1, ,11, ,2,1,98, ,98, ,3,1,3,3,4,5,3,3,1,2,.393301738080989
2468,2018/6/14 上午 08:16:16.936000,2,3,2,1,2,2,1,2,200509,200808,96,2, ,7,1,1,43, ,1,",",1,2,98, ,98,98,"3,5", ,5,98,8, ,7, ,1,"1,5,11", ,6, ,1,2,3,1,1, ,11, ,2,1,98, ,98, ,1,2,3,3,2,3,3,2,1,4,.398169354522127
4124,2018/6/5 下午 18:16:08.708000,2,4,1,1,2,2,2,2,200604,200903,97,2, ,7,1,1,39,人因設計,1,",",2,2,98, ,98,98,"3,4,5,7", ,5,1,8, ,7, ,1,13, , , ,1,2,4,98,1, ,11, ,1,1,98, ,98, ,1,6,6,6,6,6,6,1,6,1,.418432576779033
3869,2018/6/6 上午 10:21:04.278000,1,5,2,2,2,4,1,2,199608,200201,90,2, ,1,98,1,52, ,1,",",1,2,98, ,98,98,"3,4", ,2,2,8, ,7, ,1,"1,2,4", ,7, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,2,1,3,1,2,2,1,1,2,.478072032626938
4576,2018/6/5 下午 14:06:35.817000,2,3,1,1,2,2,1,1,200504,200804,96,2, ,7,3,2,72, ,3,",",1,2,98, ,98,98,"2,3", ,2,98,8, ,4, ,1,13, , , ,1,2,3,1,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.488979909062261
3238,2018/6/13 下午 17:18:53.647000,2,4,2,1,2,2,1,1,200109,200609,95,2, ,1,98,1,15, ,1,",",1,2,98, ,98,98,"3,6,7", ,3,98,8, ,4, ,2,"1,2,9", ,"6,10,11", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,3,98,98,98,2,98,98,98,2,98,.508492303532298
361,2018/6/25 下午 13:12:44.388000,1,4,1,1,2,2,1,2,200308,200808,96,2, ,7,1,2,72, ,1,",",2,2,98, ,98,98,"3,7", ,5,98,8, ,7, ,2,"1,2", ,12, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,98,98,98,98,98,98,2,2,98,.521422758819493
3529,2018/6/8 下午 23:03:40.512000,2,4,2,2,2,4,1,2,200509,200908,97,2, ,1,98,1,77, ,1,",",2,2,98, ,98,98,3, ,4,98,8, ,4, ,2,"2,4,9", ,"1,6,7", ,1,1,3,3,1, ,11, ,3,1,98, ,98, ,1,98,98,98,1,98,98,98,1,98,.532605661731067
3221,2018/6/13 下午 17:29:13.951000,2,5,1,1,2,2,3,4,201008,201607,104,2, ,1,98,2,60, ,1,",",2,2,98, ,98,98,"2,3,6", ,1,98,8, ,1, ,2,"2,9,11", ,12, ,1,3,98,98,1, ,11, ,2,1,98, ,98, ,2,2,98,98,98,98,98,98,2,98,.566653537201912
3015,2018/6/13 下午 19:41:34.781000,1,4,2,1,2,2,1,1,200106,200606,94,2, ,1,98,2,77, ,1,",",2,2,98, ,98,98,"2,3", ,3,98,8, ,6, ,2,"4,6,9", ,"1,5,11", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,3,3,1,1,1,1,1,1,1,.575310845025702
4002,2018/6/5 下午 22:18:45.015000,2,3,1,1,2,2,1,2,200608,201102,99,2, ,1,98,1,77, ,1,",",1,2,98, ,98,98,"3,7", ,3,98,8, ,4, ,3,"4,8,9", ,"6,7", ,1,1,3,2,1, ,11, ,4,1,98, ,98, ,3,98,98,98,3,98,98,98,3,98,.579260919726764
107,2018/6/25 下午 17:38:28.973000,2,5,2,2,2,4,1,2,199908,200405,92,2, ,7,2,2,71, ,2,",",2,2,98, ,98,98,"2,3,5", ,3,98,8, ,7, ,2,"9,11", ,7, ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,2,1,3,6,3,3,2,2,2,3,.583336525732924
3049,2018/6/13 下午 19:20:28.386000,2,4,1,1,2,2,1,2,200008,200805,96,1, ,1,98,2,74, ,1,",",2,2,98, ,98,98,"3,4,6", ,1,2,8, ,7, ,3,"1,9", ,"3,4", ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,2,3,2,2,2,2,2,2,2,2,.588342134441226
1417,2018/6/25 上午 07:09:11.775000,1,4,2,2,2,4,2,3,200109,200701,95,1, ,1,98,1,62, ,1,",",1,2,98, ,98,98,3, ,1,98,8, ,7, ,3,1, ,7, ,1,1,3,3,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,2,2,3,3,3,.600251324071867
4585,2018/6/5 下午 14:01:59.369000,2,4,2,1,2,2,1,2,200302,200807,96,1, ,1,98,1,41, ,1,",",1,2,98, ,98,98,3, ,4,98,8, ,9, ,2,9, ,7, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,3,2,3,2,2,.603577440401963
4246,2018/6/5 下午 16:31:58.151000,1,5,2,1,2,2,1,1,199707,200107,89,2, ,1,98,1,12, ,1,",",1,2,98, ,98,98,"3,7", ,3,98,8, ,5, ,3,2, ,4, ,1,1,2,98,1, ,11, ,1,1,98, ,98, ,2,2,2,2,2,2,2,2,2,2,.622856722601327
3378,2018/6/13 下午 16:06:47.771000,1,4,1,1,2,2,1,1,199806,200307,91,2, ,1,98,99,12, ,1,",",1,2,98, ,98,98,3, ,3,98,8, ,4, ,3,"2,3,9", ,7, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,3,3,3,1,2,2,2,1,3,.637092692017605
4897,2018/6/5 上午 10:27:27.818000,1,4,2,1,2,2,1,2,200109,200707,95,2, ,1,98,1,78, ,1,",",1,2,98, ,98,98,"3,7", ,1,98,8, ,2, ,3,"8,9", ,"3,4,6", ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,5,5,3,2,2,5,2,2,2,2,.639156502483932
1830,2018/6/16 下午 12:21:19.534000,1,4,2,2,1,3,1,2,200105,200611,95,2, ,7,1,1,77, ,1,",",1,2,98, ,98,98,"3,6,7", ,2,98,8, ,2, ,1,"3,9,11", ,"4,6,10", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,2,3,1,98,98,98,98,98,2,98,.657129215558819
1723,2018/6/19 下午 16:44:50.277000,1,5,2,1,2,2,1,2,200109,200507,93,2, ,1,98,1,10, ,1,",",2,2,98, ,98,98,3, ,4,98,8, ,4, ,1,"2,3,4", ,12, ,1,2,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.667242720505969
2138,2018/6/14 下午 12:25:40.140000,2,3,1,1,2,2,1,1,200609,201106,99,2, ,3,98,2,77, ,2,",",1,2,98, ,98,98,"3,7", ,2,98,8, ,7, ,2,"7,9", ,4, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,4,2,2,2,2,2,2,1,1,.691546527895522
4265,2018/6/5 下午 16:19:29.709000,1,3,2,1,2,2,1,2,200808,201407,102,2, ,1,98,2,60, ,1,",",1,2,98, ,98,98,"3,5,6,7", ,2,98,8, ,1, ,2,"1,2,8", ,12,沒有良好的經濟支持,1,1,4,98,1, ,11, ,2,1,98, ,98, ,3,2,98,98,98,2,2,2,2,98,.722277282588566
3570,2018/6/7 下午 23:47:34.767000,1,4,2,2,2,4,1,2,200509,201006,98,2, ,2,98,2,73, ,2,",",1,2,98, ,98,98,"3,4", ,4,2,8, ,1, ,2,"2,3,9", ,"6,7,10", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,2,6,2,2,5,2,2,1,6,.735486718092945
515,2018/6/25 上午 11:25:45.024000,2,2,2,1,2,2,1,2,200909,201507,103,2, ,1,98,1,77, ,1,",",1,2,98, ,98,98,3, ,2,98,8, ,1, ,3,"4,5,8", ,"1,2,3", ,1,2,3,1,1, ,11, ,3,1,98, ,98, ,2,2,3,4,2,4,2,3,3,2,.740424324526299
3232,2018/6/13 下午 17:22:58.941000,2,5,2,1,2,2,1,2,199709,200406,92,2, ,1,98,2,62, ,1,",",1,2,98, ,98,98,"2,3,7", ,2,98,8, ,1, ,2,"1,2,4", ,"6,8,10", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,2,1,2,2,2,.742214754062573
564,2018/6/25 上午 11:05:34.805000,1,4,2,1,2,2,1,2,200009,200407,92,2, ,1,98,1,40, ,1,",",2,2,98, ,98,98,"3,4", ,2,1,8, ,4, ,2,"4,5,9", ,2, ,1,1,3,1,1, ,11, ,3,1,98, ,98, ,3,98,98,98,3,98,98,98,3,98,.770662667168341
330,2018/6/25 下午 13:34:18.738000,1,5,1,1,2,2,2,2,200208,200707,95,2, ,5,98,1,70, ,1,",",2,2,98, ,98,98,"2,3", ,2,98,8, ,4, ,1,"2,3,9", ,10, ,1,2,3,1,1, ,11, ,2,1,98, ,98, ,2,3,3,2,2,3,2,3,2,3,.782644018604972
2877,2018/6/13 下午 20:52:14.492000,2,6,2,2,1,3,2,3,199809,200601,94,1, ,5,98,1,15, ,1,",",1,2,98, ,98,98,"3,4,6", ,1,1,8, ,4, ,3,"1,2,9", ,"4,6,7", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,2,2,2,2,2,.784111967814536
2641,2018/6/13 下午 23:14:41.644000,1,6,2,2,1,3,3,3,200409,200801,96,2, ,1,98,1,77, ,1,",",2,2,98, ,98,98,"3,6,7", ,2,98,8, ,4, ,2,"8,9", ,3, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,2,.795491988081713
2347,2018/6/14 上午 09:20:48.344000,1,5,2,2,2,4,1,2,200108,200609,95,2, ,7,2,2,15, ,2,",",1,2,98, ,98,98,3, ,5,98,8, ,1, ,1,"1,2,4", ,"10,11", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,1,2,2,1,2,1,2,1,1,.839665108769602
3230,2018/6/13 下午 17:23:10.532000,1,5,2,1,2,2,1,3,199709,200806,96,1, ,1,98,1,11, ,1,",",1,2,98, ,98,98,"3,4", ,2,1,8, ,5, ,3,"1,2,9", ,"6,7,11", ,1,1,4,98,1, ,11, ,1,2,4, ,42, ,2,2,2,2,1,2,2,2,2,2,.859314218849648
876,2018/6/25 上午 09:37:07.707000,1,5,2,1,2,2,1,2,199808,200506,93,2, ,7,99,1,72, ,99,",",1,2,98, ,98,98,"2,3,5", ,2,98,8, ,4, ,1,"2,9,11", ,12,無,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,2,2,2,1,2,2,98,1,2,.894867477188934
4391,2018/6/5 下午 15:20:53.369000,1,5,2,1,2,2,1,2,200008,200412,93,2, ,7,1,2,72, ,1,",",2,2,98, ,98,98,"3,5", ,4,98,8, ,4, ,1,"1,3,8", ,12,無,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,4,1,1,4,1,1,6,4,.894867477188934
1351,2018/6/25 上午 07:42:57.922000,1,3,2,1,2,2,1,1,200309,200801,96,2, ,2,98,1,21, ,1,",",1,2,98, ,98,98,3, ,3,98,8, ,9, ,2,"1,2,4", ,"6,7,10", ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,2,2,2,2,2,.908328196038764
4725,2018/6/5 下午 12:41:28.883000,1,3,2,1,2,2,1,1,200409,200806,96,2, ,2,98,1,20, ,1,",",1,2,98, ,98,98,"3,4,6", ,3,1,8, ,4, ,2,"2,3,4", ,"5,6,11", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,2,3,2,2,2,2,2,2,1,3,.908328196038764
2014,2018/6/14 下午 16:57:47.425000,2,4,1,1,2,2,2,3,200709,201208,100,2, ,5,98,2,45, ,1,",",2,2,98, ,98,98,"3,5,6", ,3,98,8, ,1, ,1,"1,4,9", ,12,沒有,1,2,4,98,1, ,11, ,2,1,98, ,98, ,1,1,98,98,98,98,98,98,1,98,.945991107075108
2074,2018/6/14 下午 14:41:59.389000,2,3,1,1,2,2,1,2,200608,201207,100,2, ,5,98,1,44, ,1,",",1,2,98, ,98,98,3, ,2,98,8, ,7, ,4,9, ,"2,5,6", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,4,98,98,98,98,98,98,4,5,98,.945991107075108
3952,2018/6/6 上午 01:56:09.774000,1,4,2,1,2,2,1,1,200109,200501,93,2, ,1,98,1,49, ,2,",",1,2,98, ,98,98,3, ,2,98,8, ,9, ,2,"4,8,9", ,"6,7,11", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,1,1,2,2,2,.975787965445821
1705,2018/6/20 上午 10:53:18.575000,1,4,2,1,2,2,1,1,200009,200407,92,2, ,1,98,1,20, ,1,",",1,2,98, ,98,98,3, ,3,98,8, ,4, ,1,"2,4,9", ,5, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,3,1,1,1,1,1,1,1,.978818047164717
1623,2018/6/25 上午 01:10:33.378000,1,4,2,2,1,3,1,2,200609,201106,99,2, ,1,98,2,73, ,1,",",1,2,98, ,98,98,"2,3", ,4,98,8, ,6, ,2,"2,3,4", ,"5,6,7", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,2,3,3,1,3,1,1,1,5,.989314990304181
1591,2018/6/25 上午 02:02:13.930000,1,4,2,2,1,3,2,3,200704,201202,100,2, ,1,98,1,30, ,1,",",1,2,98, ,98,98,"3,4,6,7", ,3,3,8, ,1, ,1,13, , , ,1,2,3,2,1, ,11, ,1,1,98, ,98, ,1,1,98,98,98,98,98,98,1,98,.990509275976785
2954,2018/6/13 下午 20:09:24.543000,1,5,2,1,2,2,1,2,199609,200205,90,2, ,1,98,2,20, ,1,",",1,2,98, ,98,98,"2,3,4", ,2,1,8, ,9, ,2,"1,4,9", ,"10,11", ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,1,3,2,2,2,1,1.01446175754557
3184,2018/6/13 下午 17:47:03.551000,1,5,2,1,2,2,1,2,199709,200207,90,2, ,1,98,1,20, ,2,",",1,2,98, ,98,98,"3,7", ,2,98,8, ,4, ,4,4, ,"1,2,5", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,3,3,3,4,3,3,2,2,2,2,1.01446175754557
2562,2018/6/14 上午 01:01:41.236000,1,3,2,1,2,2,1,2,200709,201506,103,2, ,1,98,2,70, ,1,",",1,2,98, ,98,98,"2,3,7", ,3,98,8, ,1, ,2,"1,2", ,"4,6", ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,2,2,98,98,98,98,98,98,2,98,1.01812440531836
3782,2018/6/6 下午 14:37:40.244000,1,3,2,1,2,2,1,2,200609,201506,103,1, ,1,98,2,71, ,1,",",1,2,98, ,98,98,"3,4,6", ,3,1,8, ,3, ,2,"2,9,10", ,"1,4,8", ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,2,2,3,2,2,3,2,2,1,2,1.01812440531836
984,2018/6/25 上午 09:14:42.267000,1,4,2,1,2,2,1,2,199909,200602,94,1, ,2,98,1,22, ,1,",",1,2,98, ,98,98,3, ,1,98,8, ,7, ,4,"2,9,11", ,"4,6,7", ,1,2,4,98,1, ,11, ,3,1,98, ,98, ,3,98,98,98,98,98,98,2,2,98,1.04275460187883
486,2018/6/25 上午 11:38:13.248000,2,3,2,1,2,2,1,1,200409,201006,98,2, ,1,98,1,40, ,1,",",1,2,98, ,98,98,3, ,4,98,8, ,9, ,2,"1,2,5", ,12,無,1,1,4,98,1, ,11, ,3,1,98, ,98, ,1,1,1,2,1,1,1,3,1,2,1.06987604857161
3318,2018/6/13 下午 16:38:29.648000,1,4,2,1,2,2,1,1,200109,200607,94,2, ,5,98,1,20, ,1,",",1,2,98, ,98,98,"2,3,7", ,2,98,8, ,5, ,1,"1,2,9", ,"5,6,11", ,1,1,3,1,1, ,11, ,1,1,98, ,98, ,1,1,2,1,1,1,1,2,1,1,1.10436053808195
2913,2018/6/13 下午 20:35:34.281000,1,3,2,1,2,2,1,2,200609,201507,103,1, ,5,98,1,77, ,2,",",1,2,98, ,98,98,3, ,3,98,8, ,2, ,2,"4,7,9", ,11, ,1,2,3,3,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,2,98,98,2,2,1.11233348463258
2087,2018/6/14 下午 14:04:42.735000,1,3,2,1,2,2,1,1,200309,200707,95,2, ,1,98,1,24, ,2,",",1,2,98, ,98,98,3, ,2,98,8, ,1, ,2,"1,2,9", ,4, ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,3,1,2,2,2,1.12917648772161
3379,2018/6/13 下午 16:06:31.204000,1,4,2,1,2,2,1,2,200209,200506,93,2, ,1,98,2,12, ,1,",",2,2,98, ,98,98,3, ,3,98,8, ,7, ,1,"1,2,3", ,"7,9", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,1,2,2,2,2,2,6,6,2,6,1.16149658754743
323,2018/6/25 下午 13:41:06.195000,2,3,1,1,2,2,1,2,200209,200910,98,2, ,1,98,1,11, ,1,",",1,2,98, ,98,98,"3,4,7", ,3,1,8, ,7, ,3,"2,3,5", ,"1,4,11", ,1,2,4,98,1, ,11, ,3,1,98, ,98, ,2,2,2,2,2,3,3,2,3,3,1.18662757076525
831,2018/6/25 上午 09:49:33.544000,1,4,2,1,2,2,1,1,200109,200506,93,2, ,1,98,1,77, ,1,",",1,2,98, ,98,98,"3,7", ,2,98,8, ,9, ,1,"1,2,3", ,"10,11", ,1,1,3,1,1, ,11, ,1,1,98, ,98, ,1,1,3,2,1,1,1,2,1,1,1.19238745423752
4199,2018/6/5 下午 17:02:14.228000,1,3,2,1,2,2,1,1,200309,200807,96,2, ,1,98,2,27, ,1,",",1,2,98, ,98,98,"3,7", ,2,98,8, ,5, ,2,"4,9,10", ,11, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,98,2,98,98,1,98,1.41954173735271
1662,2018/6/21 下午 22:50:45.402000,1,4,2,1,2,2,1,2,199809,201206,100,2, ,1,98,1,12, ,1,",",1,2,98, ,98,98,"3,7", ,2,98,8, ,9, ,2,"1,2,10", ,6, ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,1,2,2,2,1,2,2,2,1,2,2.29546594115255
551,2018/6/25 上午 11:14:01.384000,1,2,2,1,2,2,1,1,200709,201101,99,2, ,1,98,1,23, ,1,",",1,2,98, ,98,98,3, ,4,98,8, ,7, ,2,"1,2,9", ,"6,7,10", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,1,2,6,1,2,1,1,1,6,2.41815770912518
3022,2018/6/13 下午 19:37:02.436000,1,3,1,1,2,2,1,3,200609,201512,104,1, ,1,98,1,27, ,1,",",1,2,98, ,98,98,3, ,3,98,8, ,5, ,1,"1,7,9", ,"5,6,11", ,1,2,3,1,1, ,11, ,2,2,1, ,13, ,1,2,2,3,1,3,1,2,2,2,2.51090351769051
1605,2018/6/25 上午 01:39:55.338000,1,2,1,1,2,2,1,1,201009,201407,102,2, ,1,98,1,20, ,1,",",1,2,98, ,98,98,"2,3,6", ,2,98,8, ,7, ,1,13, , , ,1,1,3,1,1, ,11, ,3,2,4, ,42, ,2,1,3,1,1,2,1,1,1,1,2.97951662695039
1618,2018/6/25 上午 01:22:57.748000,1,3,1,1,2,2,1,2,200709,201406,102,2, ,5,98,1,20, ,1,",",1,2,98, ,98,98,3, ,3,98,8, ,7, ,2,"2,4,9", ,12,無,1,1,3,1,1, ,11, ,2,2,4, ,42, ,1,1,1,2,1,2,1,2,2,1,4.89837003366666
2301,2018/6/14 上午 09:59:11.000000,2,3,1,1,2,2,1,2,200909,201506,103,1, ,1,98,1,73, ,1,",",2,2,98, ,98,98,3, ,4,98,7, ,2, ,3,"9,10", ,"1,4,5", ,1,2,4,98,1, ,13, ,2,1,98, ,98, ,2,98,1,98,98,98,98,3,98,98,.644413258269043
2408,2018/6/14 上午 08:49:18.791000,2,2,1,1,2,2,1,2,201108,201601,104,2, ,3,98,1,73, ,2,",",1,2,98, ,98,98,"3,7", ,1,98,7, ,8, ,2,"5,9,10", ,6, ,1,2,2,98,1, ,13, ,2,1,98, ,98, ,2,3,3,2,6,3,2,1,1,1,1.12329429229137
3094,2018/6/13 下午 18:49:51.639000,1,4,2,1,2,2,1,2,199807,200407,92,2, ,1,98,1,77, ,1,",",1,2,98, ,98,98,"3,4", ,2,1,7, ,2, ,4,"3,5,9", ,"1,2,6", ,1,1,4,98,1, ,12, ,3,1,98, ,98, ,2,98,2,98,98,98,98,2,98,98,.642514502144377
501,2018/6/25 上午 11:32:12.060000,1,3,1,1,2,2,1,2,200509,201106,99,2, ,1,98,2,64, ,2,",",2,2,98, ,98,98,"2,3", ,1,98,7, ,1, ,2,"2,5,9", ,"4,6,10", ,1,2,4,98,1, ,12, ,2,1,98, ,98, ,2,1,4,2,2,3,2,2,5,5,.734369116256328
