no,,性別,年齡,目前婚姻狀態,進修博士時婚姻狀態,,決定進修博士時婚姻與子女狀態,入學年齡,畢業年齡,,,,是否曾休學,,學校類型,,博士與碩士學校是否相同,就讀科系,,博士與碩士學位相關度,,就學身分,就讀博士時是全職/在職學生,,,,,,,,,就讀博士的首要動機為?,,,,您對博士修業整體滿意度為?,,,,,目前就業情況為?,工作類型,此工作為?,,目前工作的機構別為?,,目前工作的職業別為?,,您對目前工作的滿意度為何?,您目前的工作與您當初獲得博士學位時原有規劃之職涯機構別與職業別是否符合?,,,,,整體而言，您認為您的博士學位效益如何?
1672,,1,3,1,1,,2,1,2,,,,1,,2,,1,22,,1,,1,2,,,,,,,,,9,,,,3,,,,,1,1,3,,4,,44, ,3,2,,,,,2
2646,,1,3,1,1,,2,1,1,,,,2,,1,,1,23,,1,,1,2,,,,,,,,,9,,,,2,,,,,1,1,3,,4,,42, ,3,1,,,,,3
1404,,1,3,2,1,,2,1,2,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,9,,,,3,,,,,1,1,4,,4,,42, ,2,1,,,,,2
691,,2,5,1,1,,2,1,3,,,,2,,7,,1,17,,1,,1,2,,,,,,,,,9,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,1
3675,,1,4,2,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,9,,,,2,,,,,1,1,4,,4,,41, ,1,2,,,,,2
3800,,1,4,2,1,,2,1,1,,,,2,,1,,1,22,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,1,4,,4,,44, ,3,1,,,,,3
1051,,1,6,2,2,,3,4,4,,,,2,,5,,1,17,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,1
969,,1,5,2,1,,2,1,1,,,,1,,1,,1,15,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,2
3418,,1,4,2,1,,2,1,1,,,,2,,5,,1,12,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,2,4,,4,,42, ,4,1,,,,,3
2241,,1,4,2,1,,2,1,1,,,,2,,5,,1,21,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,1,4,,4,,42, ,3,1,,,,,2
3684,,1,4,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,8,,,,3,,,,,1,1,2,,4,,42, ,2,1,,,,,3
1568,,1,3,2,1,,2,1,1,,,,2,,1,,1,24,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,4
2348,,1,4,2,1,,2,1,2,,,,2,,5,,1,24,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,1,2,,4,,42, ,2,1,,,,,3
65,,2,2,2,1,,2,1,1,,,,2,,1,,1,24,,1,,1,2,,,,,,,,,8,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,2
1418,,1,3,2,1,,2,1,2,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,8,,,,3,,,,,1,2,4,,4,,41, ,3,2,,,,,3
2333,,1,3,2,1,,2,1,2,,,,1,,1,,2,77,,2,,1,2,,,,,,,,,8,,,,5,,,,,1,2,3,,4,,41, ,3,2,,,,,2
2838,,1,4,2,1,,2,1,1,,,,2,,1,,1,22,,1,,1,2,,,,,,,,,8,,,,1,,,,,1,1,3,,4,,41, ,2,1,,,,,3
4354,,1,3,2,1,,2,1,2,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,8,,,,4,,,,,1,1,4,,4,,41, ,2,2,,,,,2
4173,,1,3,2,1,,2,1,2,,,,2,,5,,1,20,,1,,1,2,,,,,,,,,8,,,,1,,,,,1,1,3,,4,,41, ,3,1,,,,,1
3566,,1,3,1,1,,2,1,2,,,,2,,6,,1,30,,1,,1,2,,,,,,,,,7,,,,2,,,,,1,2,3,,4,,44, ,2,1,,,,,2
1252,,1,3,1,1,,2,1,2,,,,2,,6,,1,30,,1,,1,2,,,,,,,,,7,,,,3,,,,,1,1,3,,4,,44, ,1,1,,,,,2
3699,,1,5,1,1,,2,1,2,,,,2,,1,,1,50,,1,,2,2,,,,,,,,,7,,,,3,,,,,1,2,4,,4,,43, ,5,2,,,,,5
1805,,1,2,1,1,,2,1,1,,,,2,,3,,1,60,,1,,1,2,,,,,,,,,7,,,,3,,,,,1,3,98,,4,,43, ,3,2,,,,,3
3951,,1,3,2,1,,2,1,1,,,,2,,1,,2,20,,1,,2,2,,,,,,,,,7,,,,2,,,,,1,1,4,,4,,43, ,2,2,,,,,2
4079,,1,3,1,1,,2,1,2,,,,1,,1,,1,17,,1,,1,2,,,,,,,,,7,,,,4,,,,,1,1,4,,4,,42, ,2,1,,,,,2
4480,,2,4,2,1,,2,1,1,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,7,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,1
1639,,1,4,1,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,7,,,,2,,,,,1,2,4,,4,,42, ,2,1,,,,,3
3533,,1,3,2,1,,2,1,1,,,,2,,1,,1,20,,2,,1,2,,,,,,,,,7,,,,3,,,,,1,1,3,,4,,42, ,3,1,,,,,2
4846,,1,2,2,1,,2,1,1,,,,2,,1,,1,28,,1,,1,2,,,,,,,,,7,,,,2,,,,,1,1,4,,4,,42, ,3,1,,,,,2
3246,,1,4,2,1,,2,2,3,,,,2,,7,,2,15,,2,,2,2,,,,,,,,,7,,,,3,,,,,1,1,3,,4,,41, ,2,1,,,,,3
3719,,1,4,2,1,,2,2,3,,,,2,,7,,2,15,,2,,2,2,,,,,,,,,7,,,,3,,,,,1,1,4,,4,,41, ,2,1,,,,,3
56,,1,4,2,1,,2,1,1,,,,2,,2,,1,21,,1,,1,2,,,,,,,,,7,,,,1,,,,,1,1,3,,4,,41, ,1,1,,,,,1
2238,,1,4,2,1,,2,1,2,,,,2,,1,,2,12,,1,,1,2,,,,,,,,,7,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,3
941,,1,3,1,1,,2,1,3,,,,1,,1,,1,39,,1,,2,2,,,,,,,,,7,,,,3,,,,,1,1,3,,4,,41, ,2,2,,,,,4
2094,,1,4,2,1,,2,1,1,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,6,,,,1,,,,,1,1,3,,4,,41, ,1,1,,,,,1
561,,1,5,2,1,,2,1,2,,,,1,,1,,2,10,,99,,2,2,,,,,,,,,5,,,,2,,,,,1,1,2,,4,,42, ,2,1,,,,,1
960,,1,4,2,1,,2,1,2,,,,1,,1,,1,17,,1,,2,2,,,,,,,,,5,,,,4,,,,,1,1,3,,4,,42, ,2,2,,,,,5
362,,1,3,1,1,,2,1,2,,,,2,,1,,1,40,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,3
712,,1,4,2,1,,2,1,1,,,,2,,5,,1,12,,1,,1,2,,,,,,,,,5,,,,1,,,,,1,1,4,,4,,42, ,1,1,,,,,1
1814,,1,2,1,1,,2,1,2,,,,2,,1,,2,40,,2,,1,2,,,,,,,,,5,,,,4,,,,,1,2,3,,4,,42, ,3,2,,,,,4
4024,,1,4,2,1,,2,1,1,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,2
1356,,1,3,2,1,,2,1,1,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,1
3474,,1,4,2,1,,2,1,1,,,,2,,1,,2,20,,2,,1,2,,,,,,,,,5,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,2
1013,,1,4,2,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,5,,,,1,,,,,1,1,3,,4,,42, ,1,2,,,,,1
4470,,1,3,2,1,,2,1,2,,,,2,,1,,1,23,,1,,1,2,,,,,,,,,5,,,,1,,,,,1,2,3,,4,,42, ,1,1,,,,,2
2897,,1,3,2,1,,2,1,1,,,,2,,1,,1,24,,1,,1,2,,,,,,,,,5,,,,3,,,,,1,1,4,,4,,42, ,3,1,,,,,3
3142,,1,3,2,1,,2,1,1,,,,2,,1,,2,23,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,4,,4,,42, ,3,1,,,,,3
3543,,1,3,2,1,,2,1,1,,,,2,,1,,1,23,,1,,1,2,,,,,,,,,5,,,,3,,,,,1,1,4,,4,,42, ,2,1,,,,,2
2933,,1,2,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,1
4228,,1,3,2,1,,2,2,2,,,,2,,1,,2,20,,1,,2,2,,,,,,,,,5,,,,1,,,,,1,1,2,,4,,42, ,2,1,,,,,1
4814,,1,3,2,1,,2,1,2,,,,2,,1,,2,24,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,3,,4,,42, ,3,2,,,,,4
4007,,1,2,1,1,,2,1,1,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,3,,4,,42, ,1,1,,,,,1
2790,,1,3,1,1,,2,1,2,,,,2,,5,,2,28,,1,,1,2,,,,,,,,,5,,,,3,,,,,1,1,4,,4,,42, ,3,1,,,,,3
3625,,1,2,1,1,,2,1,2,,,,2,,1,,2,12,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,3,,4,,42, ,2,2,,,,,3
3357,,1,2,1,1,,2,1,2,,,,2,,5,,1,17,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,1,,4,,41, ,3,2,,,,,4
4909,,1,1,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,5,,,,3,,,,,1,1,3,,4,,41, ,2,1,,,,,2
3170,,1,4,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,2,,4,,41, ,2,1,,,,,1
4851,,1,3,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,5,,,,1,,,,,1,1,3,,4,,41, ,2,1,,,,,1
1300,,1,5,2,1,,2,1,2,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,1,4,,4,,41, ,2,2,,,,,1
4105,,1,4,2,1,,2,1,1,,,,2,,1,,1,11,,1,,1,2,,,,,,,,,5,,,,2,,,,,1,2,3,,4,,41, ,2,1,,,,,2
2525,,2,3,2,1,,2,1,1,,,,2,,1,,1,23,,1,,2,2,,,,,,,,,5,,,,1,,,,,1,1,3,,4,,41, ,2,1,,,,,1
1017,,1,4,2,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,5,,,,1,,,,,1,1,1,,4,,41, ,2,1,,,,,1
3263,,1,4,2,1,,2,3,3,,,,2,,5,,2,42,,2,,2,2,,,,,,,,,5,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
1194,,1,4,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,4,,49, ,3,2,,,,,3
1163,,1,5,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,4,,44, ,2,2,,,,,3
594,,1,5,2,2,,4,1,2,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,4,,44, ,2,2,,,,,3
982,,1,4,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,4,,43, ,2,1,,,,,2
493,,1,4,2,1,,2,2,3,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,4,,43, ,2,2,,,,,4
793,,1,4,2,1,,2,1,3,,,,1,,1,,1,17,,2,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,4,,42, ,2,2,,,,,2
1874,,1,3,1,1,,2,1,3,,,,1,,1,,2,15,,3,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,4,,42, ,1,2,,,,,2
1932,,1,5,2,1,,2,1,2,,,,2,,7,,2,22,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,4,,42, ,2,2,,,,,2
4852,,1,2,2,1,,2,1,2,,,,2,,1,,2,20,,5,,1,2,,,,,,,,,4,,,,4,,,,,1,1,4,,4,,42, ,4,2,,,,,6
891,,1,3,2,1,,2,1,2,,,,1,,1,,1,20,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,4,,42, ,2,1,,,,,2
1677,,1,2,2,1,,2,1,2,,,,1,,1,,2,20,,2,,2,2,,,,,,,,,4,,,,5,,,,,1,2,3,,4,,42, ,1,2,,,,,3
250,,1,6,2,2,,3,2,3,,,,2,,1,,1,30,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,4,,41, ,2,2,,,,,2
1732,,1,4,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,4,,41, ,2,2,,,,,2
1557,,1,4,1,1,,2,1,3,,,,1,,1,,1,50,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,4,,41, ,2,2,,,,,2
4184,,2,4,1,1,,2,2,3,,,,2,,1,,2,40,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,4,,41, ,2,2,,,,,3
4624,,2,3,2,1,,2,1,2,,,,2,,1,,1,40,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,4,,41, ,1,1,,,,,2
2785,,2,5,2,2,,3,2,4,,,,1,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,5,,,,,1,1,4,,4,,41, ,2,2,,,,,3
3659,,1,4,2,1,,2,1,1,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,4,,41, ,1,2,,,,,1
1086,,1,2,2,1,,2,1,2,,,,2,,1,,1,71,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,4,,41, ,3,2,,,,,3
3945,,2,3,2,1,,2,1,1,,,,2,,2,,1,20,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,1,3,,4,,41, ,2,2,,,,,4
76,,2,3,2,1,,2,1,2,,,,1,,5,,2,15,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,4,,41, ,3,1,,,,,3
1375,,1,3,2,1,,2,1,1,,,,2,,5,,1,11,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
3226,,2,3,2,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,4,,41, ,2,2,,,,,2
1489,,1,3,2,1,,2,1,1,,,,2,,1,,1,27,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,4,,41, ,2,2,,,,,2
1694,,1,4,2,2,,4,1,2,,,,2,,1,,2,23,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
3740,,1,3,2,1,,2,1,1,,,,2,,1,,1,24,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,4,,41, ,4,1,,,,,4
4611,,1,3,2,1,,2,1,1,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,2
3173,,1,3,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,2
3120,,1,4,2,1,,2,1,1,,,,2,,1,,1,11,,1,,1,2,,,,,,,,,3,,,,3,,,,,1,1,4,,4,,42, ,2,2,,,,,2
1175,,1,2,2,1,,2,1,2,,,,1,,1,,2,15,,1,,1,2,,,,,,,,,3,,,,4,,,,,1,1,3,,4,,42, ,3,1,,,,,3
31,,1,2,1,1,,2,1,1,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,3,,,,3,,,,,1,1,4,,4,,42, ,3,2,,,,,3
1153,,1,3,2,1,,2,1,1,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,3,,,,3,,,,,1,1,4,,4,,41, ,2,2,,,,,3
3980,,1,4,2,1,,2,1,2,,,,2,,1,,1,15,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
4429,,1,3,2,1,,2,1,2,,,,2,,1,,1,77,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
128,,1,4,2,1,,2,1,2,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
397,,2,5,2,1,,2,1,2,,,,2,,1,,2,25,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,2,4,,4,,41, ,2,1,,,,,1
1673,,1,3,2,1,,2,1,2,,,,2,,1,,2,27,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,2,3,,4,,41, ,3,2,,,,,3
3549,,2,3,1,1,,2,1,3,,,,1,,1,,2,10,,2,,2,2,,,,,,,,,2,,,,5,,,,,1,1,4,,4,,42, ,2,2,,,,,4
747,,1,4,2,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,2,,,,1,,,,,1,1,4,,4,,42, ,2,1,,,,,1
3605,,1,4,2,1,,2,1,1,,,,2,,1,,2,23,,1,,1,2,,,,,,,,,2,,,,2,,,,,1,1,3,,4,,42, ,3,1,,,,,3
3356,,1,2,2,1,,2,1,2,,,,1,,1,,1,17,,1,,1,2,,,,,,,,,2,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,2
3307,,1,4,2,1,,2,1,3,,,,1,,1,,1,20,,1,,2,2,,,,,,,,,2,,,,3,,,,,1,1,4,,4,,42, ,1,2,,,,,2
4021,,1,6,2,1,,2,1,2,,,,2,,1,,1,50,,1,,1,2,,,,,,,,,2,,,,4,,,,,1,2,4,,4,,41, ,3,2,,,,,4
1779,,1,3,2,1,,2,1,2,,,,2,,5,,1,24,,1,,1,2,,,,,,,,,2,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
103,,1,7,2,2,,4,4,5,,,,2,,1,,1,21,,1,,2,2,,,,,,,,,2,,,,1,,,,,1,1,4,,4,,41, ,1,1,,,,,2
3744,,1,7,2,2,,4,5,5,,,,2,,1,,1,21,,1,,2,2,,,,,,,,,2,,,,1,,,,,1,1,4,,4,,41, ,1,2,,,,,3
1645,,1,3,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,2,,,,3,,,,,1,2,3,,4,,41, ,2,1,,,,,4
821,,2,2,1,1,,2,1,2,,,,2,,1,,2,24,,1,,1,2,,,,,,,,,1,,,,3,,,,,1,2,3,,4,,999, ,2,1,,,,,2
3993,,1,2,1,1,,2,1,2,,,,2,,1,,2,24,,1,,1,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,999, ,2,2,,,,,3
4864,,1,3,1,1,,2,1,3,,,,1,,1,,1,64,,1,,2,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,49, ,1,1,,,,,1
2260,,2,3,2,1,,2,1,2,,,,2,,7,,2,56,,1,,1,2,,,,,,,,,1,,,,4,,,,,1,1,4,,4,,44, ,2,1,,,,,3
3977,,2,6,1,2,,3,4,4,,,,1,,1,,2,79,,1,,2,2,,,,,,,,,1,,,,2,,,,,1,1,1,,4,,44, ,1,1,,,,,3
4226,,1,5,2,1,,2,1,2,,,,1,,1,,1,19,,1,,1,2,,,,,,,,,1,,,,4,,,,,1,2,1,,4,,44, ,3,2,,,,,3
4034,,1,3,1,1,,2,1,1,,,,2,,5,,1,20,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,3,,4,,44, ,3,1,,,,,3
3994,,1,4,2,1,,2,1,2,,,,2,,1,,1,23,,1,,1,2,,,,,,,,,1,,,,4,,,,,1,1,4,,4,,43, ,4,2,,,,,5
3074,,1,3,2,1,,2,1,1,,,,2,,1,,2,17,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,2
1684,,1,4,2,1,,2,1,2,,,,2,,1,,2,17,,1,,1,2,,,,,,,,,1,,,,3,,,,,1,2,4,,4,,42, ,3,1,,,,,2
677,,1,3,2,1,,2,1,1,,,,2,,1,,1,17,,1,,2,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,42, ,2,1,,,,,2
35,,1,3,2,1,,2,1,1,,,,2,,2,,1,17,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,3,1,,,,,2
4720,,1,5,2,1,,2,1,2,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,2
4737,,2,4,2,1,,2,1,2,,,,1,,1,,1,15,,1,,2,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,42, ,2,1,,,,,4
3430,,1,4,1,1,,2,1,2,,,,2,,1,,1,11,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,3,1,,,,,2
2606,,1,4,1,1,,2,3,3,,,,2,,1,,1,10,,2,,2,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,42, ,2,1,,,,,2
3992,,1,4,2,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,2,4,,4,,42, ,3,2,,,,,2
2413,,1,4,2,2,,4,2,3,,,,2,,1,,2,41,,1,,2,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,42, ,1,1,,,,,1
4091,,2,3,2,1,,2,1,2,,,,2,,1,,2,24,,5,,1,2,,,,,,,,,1,,,,2,,,,,1,2,4,,4,,42, ,5,1,,,,,1
3979,,1,3,2,1,,2,1,2,,,,2,,2,,1,21,,1,,2,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,42, ,2,1,,,,,2
4753,,1,4,2,1,,2,1,1,,,,2,,1,,1,21,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,3,,4,,42, ,2,2,,,,,3
2171,,1,4,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,3,1,,,,,2
2032,,1,3,2,1,,2,1,1,,,,2,,2,,1,20,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,3
3809,,1,3,2,1,,2,3,1,,,,2,,2,,99,20,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,3
1567,,1,4,2,1,,2,1,2,,,,2,,1,,2,20,,1,,2,2,,,,,,,,,1,,,,2,,,,,1,2,4,,4,,42, ,1,1,,,,,1
274,,1,3,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,42, ,3,1,,,,,2
4036,,1,3,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,2,1,,,,,2
2307,,1,2,1,1,,2,1,2,,,,2,,1,,1,11,,1,,1,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,42, ,2,1,,,,,1
3490,,1,3,1,1,,2,1,2,,,,2,,1,,2,16,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,42, ,2,2,,,,,2
1102,,1,2,2,1,,2,1,2,,,,1,,1,,1,17,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,2
4274,,1,3,2,1,,2,1,2,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,1,,,,1,,,,,1,1,3,,4,,42, ,2,1,,,,,1
2523,,1,3,1,1,,2,2,3,,,,2,,1,,2,20,,1,,2,2,,,,,,,,,1,,,,1,,,,,1,2,4,,4,,42, ,1,1,,,,,1
2942,,1,3,2,1,,2,1,1,,,,2,,5,,1,20,,1,,1,2,,,,,,,,,1,,,,4,,,,,1,1,4,,4,,42, ,2,1,,,,,4
539,,1,3,1,1,,2,1,2,,,,2,,2,,2,21,,1,,1,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,42, ,5,2,,,,,3
3447,,1,5,2,1,,2,2,4,,,,1,,2,,2,20,,2,,2,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,42, ,3,2,,,,,4
4301,,1,2,2,1,,2,1,2,,,,2,,1,,1,27,,1,,1,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,42, ,1,2,,,,,1
4049,,1,1,1,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,3,,4,,42, ,2,1,,,,,2
790,,1,4,2,1,,2,1,1,,,,2,,7,,2,29,,2,,2,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
1757,,1,3,2,1,,2,1,2,,,,2,,1,,1,50,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,3
2542,,1,5,2,1,,2,1,2,,,,2,,7,,2,11,,1,,2,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,3,2,,,,,3
4380,,1,5,2,1,,2,1,1,,,,2,,1,,1,12,,1,,1,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,41, ,1,1,,,,,1
1016,,1,5,2,2,,4,2,3,,,,2,,1,,1,40,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,1
3177,,1,4,2,1,,2,1,2,,,,2,,1,,1,15,,1,,1,2,,,,,,,,,1,,,,3,,,,,1,2,4,,4,,41, ,2,2,,,,,2
1084,,2,4,2,1,,2,1,2,,,,2,,1,,1,46,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,2,4,,4,,41, ,2,1,,,,,2
4371,,1,6,2,2,,3,3,3,,,,2,,7,,2,41,,1,,2,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,41, ,3,1,,,,,2
791,,2,4,2,2,,3,2,3,,,,2,,1,,2,40,,1,,2,2,,,,,,,,,1,,,,3,,,,,1,1,4,,4,,41, ,2,2,,,,,2
1795,,1,3,2,1,,2,1,2,,,,2,,1,,1,17,,1,,1,2,,,,,,,,,1,,,,3,,,,,1,1,3,,4,,41, ,2,1,,,,,2
456,,1,3,1,1,,2,1,2,,,,2,,1,,1,11,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,1,1,,,,,1
3574,,1,6,2,2,,4,2,3,,,,2,,7,,1,24,,1,,2,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,3
1112,,1,4,2,1,,2,1,2,,,,2,,1,,2,20,,4,,1,2,,,,,,,,,1,,,,2,,,,,1,1,3,,4,,41, ,2,1,,,,,2
2661,,1,4,2,1,,2,1,1,,,,2,,1,,1,24,,1,,1,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
4696,,1,7,2,2,,3,4,5,,,,2,,1,,1,16,,1,,2,2,,,,,,,,,1,,,,3,,,,,1,1,3,,4,,41, ,1,1,,,,,1
3401,,1,3,2,1,,2,1,1,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,1,,,,1,,,,,1,1,4,,4,,41, ,1,1,,,,,2
4424,,1,2,1,1,,2,1,2,,,,2,,4,,2,15,,1,,1,2,,,,,,,,,1,,,,1,,,,,1,2,3,,4,,41, ,1,2,,,,,1
3047,,1,2,1,1,,2,1,1,,,,2,,1,,1,46,,1,,2,2,,,,,,,,,1,,,,2,,,,,1,1,4,,4,,41, ,2,1,,,,,2
